NOM_RBD;NOM_COM_RBD
LICEO IND. MUNICIPALIZADO A N_ 116;PUENTE ALTO
LICEO SAN GERONIMO;PUENTE ALTO
LICEO COMERCIAL DE PUENTE ALTO;PUENTE ALTO
COLEGIO MAIPO;PUENTE ALTO
ESCUELA VILLA INDEPENDENCIA;PUENTE ALTO
ESCUELA REPUBLICA DE GRECIA;PUENTE ALTO
CENTRO EDUCACIONAL NUEVA CREACION;PUENTE ALTO
ESCUELA LOS ANDES;PUENTE ALTO
ESCUELA NONATO COO;PUENTE ALTO
ESCUELA VILLA PEDRO AGUIRRE CERDA;PUENTE ALTO
ESCUELA EJERCITO LIBERTADOR;PUENTE ALTO
LICEO MUNIC.ING.MILITAR JUAN MACKENA O.;PUENTE ALTO
ESCUELA CASAS VIEJAS;PUENTE ALTO
ESCUELA OSCAR BONILLA;PUENTE ALTO
ESCUELA LUIS MATTE LARRAIN;PUENTE ALTO
ESCUELA GABRIELA;PUENTE ALTO
ESCUELA LAS PALMAS;PUENTE ALTO
ESCUELA SAN LUIS GONZAGA;PUENTE ALTO
COLEGIO ESTELA SEGURA;PUENTE ALTO
COLEGIO ARTURO PRAT;PUENTE ALTO
COLEGIO CORDILLERA;PUENTE ALTO
COLEGIO POLIVALENTE DOMINGO MATTE MESIAS;PUENTE ALTO
ESCUELA GENOVEVA MOLL BRIONES;PUENTE ALTO
LICEO NUESTRA SENORA DE LAS MERCEDES;PUENTE ALTO
ESCUELA SANTA JOAQUINA DE VEDRUNA;PUENTE ALTO
COLEGIO CRISTIANO BELEN;PUENTE ALTO
COLEGIO INGLES SAN LUIS GONZAGA II;PUENTE ALTO
ESC. PART. SAN ANDRES;PUENTE ALTO
ESCUELA INDUSTRIAL LAS NIEVES;PUENTE ALTO
ESC. PARTICULAR JOSEFINA GANA DE J.;PUENTE ALTO
COLEGIO POLIV. EL ALBORADA;PUENTE ALTO
COLEGIO POLIV. PROFESOR ILDEFONSO CALDERON;PUENTE ALTO
ESCUELA PARTICULAR MIGUEL CRUCHAGA T.;PUENTE ALTO
COLEGIO EDUC.PART. COMP.DE MARIA P. ALTO;PUENTE ALTO
LICEO POLIVALENTE MARIA REINA;PUENTE ALTO
COLEGIO SENDA DEL SABER;PUENTE ALTO
LICEO BICENTENARIO TÉCNICO LAS NIEVES;PUENTE ALTO
COLEGIO LOS AROMOS;PUENTE ALTO
COLEGIO PARTICULAR NIDAL;PUENTE ALTO
ESCUELA DOMINGO FAUSTINO SARMIENTO;PUENTE ALTO
LICEO MUNIC. TEC. PROF. EL LLANO;PIRQUE
ESCUELA BASICA G-N°646 LO ARCAYA;PIRQUE
LICEO  EL PRINCIPAL;PIRQUE
ESCUELA BASICA G-N°643 SAN JUAN DE PIRQUE;PIRQUE
ESCUELA BASICA G-841 SANTOS RUBIO MORALES;PIRQUE
LICEO POLIVALENTE SAN JOSE DE MAIPO;SAN JOSÉ DE MAIPO
ESCUELA JULIETA BECERRA ALVAREZ;SAN JOSÉ DE MAIPO
ESCUELA GABRIELA TOBAR PARDO;SAN JOSÉ DE MAIPO
ESCUELA BASICA F-N°638 EL MELOCOTON;SAN JOSÉ DE MAIPO
ESCUELA BASICA F-N°629 DE CONCENTRACION FRONTERIZA;SAN JOSÉ DE MAIPO
ESCUELA BASICA G-N°631 FRONTERIZA;SAN JOSÉ DE MAIPO
ESCUELA BASICA G-N°635 INTEGRADORA EL MANZANO;SAN JOSÉ DE MAIPO
ESCUELA BASICA G-N°636 SAN ALFONSO;SAN JOSÉ DE MAIPO
ESCUELA BASICA G-N°637 LAS MELOSAS;SAN JOSÉ DE MAIPO
COLEGIO RAFAEL EYZAGUIRRE;SAN JOSÉ DE MAIPO
LICEO COMERCIAL DE SAN BERNARDO;SAN BERNARDO
CENTRO EDUCACIONAL BALDOMERO LILLO;SAN BERNARDO
LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN;SAN BERNARDO
LICEO ELVIRA BRADY MALDONADO-SN.BERNARDO;SAN BERNARDO
LICEO IND. MIGUEL AYLWIN GAJARDO;SAN BERNARDO
ESCUELA PILAR MOLINER DE NUEZ;SAN BERNARDO
ESCUELA REPUBLICA DEL BRASIL;SAN BERNARDO
ESCUELA ISABEL RIQUELME;SAN BERNARDO
ESCUELA L.GRAL. BERNARDO O´HIGGINS;SAN BERNARDO
LICEO POLIV. LUCILA GODOY ALCAYAGA;SAN BERNARDO
ESCUELA MARCIAL MARTINEZ FERRARI;EL BOSQUE
ESCUELA GENERAL RENE SCHNEIDER CHEREAU;SAN BERNARDO
ESCUELA BASICA BASE EL BOSQUE;EL BOSQUE
ESCUELA ALEMANIA;SAN BERNARDO
ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ;EL BOSQUE
ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA;SAN BERNARDO
ESCUELA BERNARDO LEIGHTON;EL BOSQUE
ESCUELA JAVIERA CARRERA VERDUGO;SAN BERNARDO
ESCUELA CLAUDIO ARRAU LEON;EL BOSQUE
ESCUELA MANUEL MAGALLANES MOURE;SAN BERNARDO
ESCUELA REPUBLICA DEL PERU;SAN BERNARDO
ESCUELA DIEGO PORTALES;SAN BERNARDO
ESCUELA MAHUIDA;SAN BERNARDO
ESCUELA ORLANDO LETELIER;EL BOSQUE
LICEO NUEVO PORVENIR;SAN BERNARDO
ESCUELA BASICA DR LUIS SEPULVEDA SALVATI;SAN BERNARDO
ESCUELA ESCRITORA  MARCELA PAZ;SAN BERNARDO
LICEO FRAY LUIS BELTRAN;EL BOSQUE
CENTRO EDUCACIONAL MATIAS COUSINO;EL BOSQUE
ESCUELA ESPANA;SAN BERNARDO
ESCUELA BÁSICA BRISAS DE CHENA;SAN BERNARDO
ESCUELA STA. TERESA DE LOS MORROS;SAN BERNARDO
ESCUELA JOSE NUEZ MARTIN;SAN BERNARDO
ESCUELA ABRAHAM LINCOLN;SAN BERNARDO
ESCUELA BASICA ANTUPILLAN;SAN BERNARDO
LICEO DE ADULTOS PUCARA DE CHENA;SAN BERNARDO
ESCUELA ELEODORO YANEZ PONCE DE LEON;SAN BERNARDO
LICEO CARDENAL ANTONIO SAMORE;SAN BERNARDO
ESCUELA HARAS LOS CONDORES;SAN BERNARDO
ESCUELA TERESA GARCIA HUIDOBRO;SAN BERNARDO
LICEO CLARA SOLOVERA;SAN BERNARDO
COLEGIO SAINT ARIELI;SAN BERNARDO
ESCUELA BASICA PARTICULAR ROBERTO LORCA;SAN BERNARDO
COLEGIO MONTESSORI;SAN BERNARDO
COLEGIO VILLA SANTA MARIA;EL BOSQUE
COLEGIO GETSEMANI;SAN BERNARDO
COLEGIO DOMINGO EYZAGUIRRE;SAN BERNARDO
COLEGIO SUPERIOR DEL MAIPO;SAN BERNARDO
COLEGIO SAN JOSE;SAN BERNARDO
COLEGIO AMERICAN ACADEMY;SAN BERNARDO
COLEGIO  INGLES ISAAC NEWTON;SAN BERNARDO
INSTITUTO SAN PABLO MISIONERO;SAN BERNARDO
ESCUELA PARTICULAR JOSE MIGUEL CARRERA;EL BOSQUE
ESCUELA JOSÉ ABELARDO NÚÑEZ N°2;SAN BERNARDO
ESCUELA PARTICULAR MARVIT SCHOOL;EL BOSQUE
ESCUELA PARTICULAR MARIA MEDIANERA;EL BOSQUE
COLEGIO JUAN BAUTISTA DURAN;EL BOSQUE
COLEGIO ARAGON;SAN BERNARDO
ESCUELA PARTICULAR EL BOSQUE;EL BOSQUE
COLEGIO QUILLAHUE SAN BERNARDO;SAN BERNARDO
CENTRO EDUC. DENVER COLORADO SCHOOL;EL BOSQUE
INSTITUTO SAGRADO CORAZON;SAN BERNARDO
LICEO 131;BUIN
COLEGIO DE MAIPO;BUIN
LICEO ALTO JAHUEL;BUIN
LICEO POLIVALENTE LOS GUINDOS;BUIN
ESCUELA VILLASECA;BUIN
LICEO FRANCISCO JAVIER KRUGGER ALVARADO;BUIN
ESCUELA VALDIVIA DE PAINE;BUIN
ESCUELA LO SALINAS;BUIN
ESCUELA HUMBERTO MORENO RAMIREZ;BUIN
ESCUELA LOS ROSALES DEL BAJO;BUIN
ESCUELA VILUCO;BUIN
ESCUELA BASICA G-N°813 LOS AROMOS DE EL RECURSO;BUIN
LICEO POLIVALENTE MODERNO CARDENAL CARO;BUIN
COLEGIO SAINT MARY COLLEGE;BUIN
CENTRO EDUC. ENRIQUE BERNSTEIN CARABANTE;PAINE
ESCUELA ALEMANIA;PAINE
LICEO POLIVALENTE GREGORIO MORALES MIRANDA;PAINE
LICEO  MARIA CARVAJAL FUENZALIDA;PAINE
ESCUELA ELIAS SANCHEZ ORTUZAR;PAINE
ESCUELA  BARBARA KAST RIST;PAINE
ESCUELA CARMEN REVECO NUNEZ;PAINE
COLEGIO  CHALLAY;PAINE
ESCUELA BASICA F-N°835 HERMANOS SANCHEZ CERDA;PAINE
ESCUELA SENDERO DE CULITRIN;PAINE
ESCUELA  LAS COLONIAS;PAINE
ESCUELA BASICA G-N°830 FRANCISCO LETELIER VALDES;PAINE
ESCUELA BASICA G N°831 JAVIER EYZAGUIRRE ECHAURREN;PAINE
ESCUELA  BASICA G-N°832 AGUILA SUR;PAINE
ESCUELA HUGO PINO VILCHEZ;PAINE
COLEGIO PART. MARIA ANA MOGAS;PAINE
LICEO MUNICIPAL POETISA GABRIELA MISTRAL;CALERA DE TANGO
ESCUELA BASICA F-N°798 CALERA DE TANGO;CALERA DE TANGO
LICEO LONQUEN;CALERA DE TANGO
ESCUELA EL ROTO CHILENO;TALAGANTE
ESCUELA PARTICULAR SAN IGNACIO;CALERA DE TANGO
ESCUELA PRESIDENTE PRIETO;TALAGANTE
LICEO TALAGANTE;TALAGANTE
LICEO POLITECNICO DE TALAGANTE;TALAGANTE
LICEO REPUBLICA DE GRECIA;TALAGANTE
ESCUELA MANUEL RODRIGUEZ ERDOIZA;TALAGANTE
ESCUELA ALBORADA DE TALAGANTE;TALAGANTE
ESCUELA LUIS UNDURRAGA;TALAGANTE
ESCUELA EL PINO VIEJO DE LONQUEN;TALAGANTE
COLEGIO ALCANTARA DE TALAGANTE;TALAGANTE
LICEO COMERCIAL TALAGANTE;TALAGANTE
ESCUELA BAS. COLEGIO NACIONAL;TALAGANTE
COLEGIO NINO JESUS;TALAGANTE
INSTITUTO SUBTTE.LUIS CRUZ MARTINEZ;TALAGANTE
ESCUELA BAS. BARTOLOME BLUMENTHAL;TALAGANTE
ESCUELA TECNICA SANTA MARIA MICAELA;TALAGANTE
INSTITUTO TALAGANTE;TALAGANTE
ENGLISH COLLEGE;TALAGANTE
COLEGIO TORREON;TALAGANTE
COLEGIO PARTICULAR INTEGRAL ARTURO PRAT;TALAGANTE
COLEGIO CARAMPANGUE;TALAGANTE
CENTRO EDUCACIONAL ISLA DE MAIPO;ISLA DE MAIPO
LICEO BICENTENARIO MARIO BERTERO CEVASCO;ISLA DE MAIPO
LICEO REPUBLICA DE ITALIA;ISLA DE MAIPO
ESCUELA BASICA EFRAIN MALDONADO TORRES;ISLA DE MAIPO
ESC.BASICA SAN ANTONIO DE NALTAGUA;ISLA DE MAIPO
CENTRO EDUC. PART. MARIA REINA INMACULADA;ISLA DE MAIPO
LICEO POLIV. LUIS HUMBERTO ACOSTA GAY;EL MONTE
ESCUELA REPUBLICA DEL ECUADOR;EL MONTE
ESC. BASICA  JAVIERA CARRERA VERDUGO;EL MONTE
ESCUELA REPUBLICA DE HONDURAS;EL MONTE
ESCUELA CHINIGUE EL CRISTO;EL MONTE
ESCUELA EL REMANSO;EL MONTE
ESCUELA BAS. DIVINA PROVIDENCIA;EL MONTE
INSTITUTO SAN FRANCISCO;EL MONTE
ESCUELA BAS. COLEGIO EMELINA URRUTIA;EL MONTE
LICEO MUNICIPALIZADO PENAFLOR;PEÑAFLOR
ESCUELA TERESA DE CALCUTA;PEÑAFLOR
ESCUELA EMILIA LASCAR;PEÑAFLOR
LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS;PADRE HURTADO
ESCUELA ROSALINA PESCIO VARGAS;PEÑAFLOR
LICEO COMERCIAL REPUBLICA DE BRASIL;PEÑAFLOR
ESCUELA REPUBLICA ARGENTINA;PADRE HURTADO
ESCUELA REPUBLICA CHECA;PEÑAFLOR
ESCUELA MAND EDUARDO FREI MONTALVA;PEÑAFLOR
ESCUELA SONIA PLAZA CASTRO;PEÑAFLOR
COLEGIO ALBERTO HURTADO CRUCHAGA;PADRE HURTADO
ESCUELA MALLOCO;PEÑAFLOR
ESCUELA REPUBLICA DE ISRAEL;PEÑAFLOR
ESCUELA CRISTAL CHILE;PADRE HURTADO
ESCUELA LA ESPERANZA;PADRE HURTADO
ESCUELA BASICA G-N°673 PELVIN SAN FRANCISCO DE ASIS;PEÑAFLOR
ESCUELA DOLORES CATTIN FAUNDEZ;PEÑAFLOR
ESCUELA BASICA ACADEMIA MALLOCO;PEÑAFLOR
ESCUELA BASICA N 41 AUGUSTO D`HALMAR;PEÑAFLOR
ESC.BASICA PART.BENJAMIN VERGARA;PADRE HURTADO
ESCUELA BAS. PART. COLEGIO CLAUDIO GAY;PEÑAFLOR
COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES;PEÑAFLOR
COMPLEJO EDUC.PART. LUIS PASTEUR;PADRE HURTADO
ESCUELA PARTICULAR EL REFUGIO;PEÑAFLOR
COLEGIO TERRANOVA;PEÑAFLOR
LICEO POLIV. HNOS. SOTOMAYOR BAEZA;MELIPILLA
LICEO POLITECNICO MUNICIPAL MELIPILLA;MELIPILLA
ESCUELA IGNACIO SERRANO MONTANER;MELIPILLA
LICEO GABRIELA MISTRAL DE MELIPILLA;MELIPILLA
COLEGIO HUILCO ALTO;MELIPILLA
COLEGIO MONS. JAIME LARRAIN BUNSTER;MELIPILLA
ESCUELA SAN JOSE DE LA VILLA;MELIPILLA
ESCUELA GRAL. CAROL URZUA;MELIPILLA
ESCUELA REPUBLICA DEL BRASIL;MELIPILLA
COLEGIO POMAIRE;MELIPILLA
LICEO POLIV. EL BOLLENAR;MELIPILLA
ESCUELA SANTA ROSA ESMERALDA;MELIPILLA
ESCUELA CLAUDIO ARRAU;MELIPILLA
ESCUELA PATRICIO LARRAIN GANDARILLAS;MELIPILLA
ESCUELA PEDRO MARIN ALEMANY;MELIPILLA
ESCUELA BASICA CARMEN BAJO;MELIPILLA
ESCUELA RAMON NOGUERA PRIETO;MELIPILLA
ESCUELA PUANGUE;MELIPILLA
ESCUELA LIDIA MATTE HURTADO;MELIPILLA
ESCUELA JOSE CAMARENA ESCRIVA;MELIPILLA
ESCUELA HUECHUN;MELIPILLA
ESCUELA RAQUEL FERNANDEZ DE MORANDE;MELIPILLA
ESCUELA PADRE ALBERTO HURTADO;MELIPILLA
ESCUELA BASICA EL PABELLON;MELIPILLA
COLEGIO PARTICULAR ALONSO DE ERCILLA;MELIPILLA
ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CARMEN;MELIPILLA
COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC;MELIPILLA
COLEGIO PARTICULAR MELIPILLA;MELIPILLA
COLEGIO POLIVALENTE SAN AGUSTIN;MELIPILLA
CENTRO EDUCACIONAL MENESIANO;MELIPILLA
COLEGIO MARAMBIO;MELIPILLA
LICEO MUNICIPAL F-N°860;MARÍA PINTO
ESCUELA BASICA F-N° 732 CHOROMBO ALTO;MARÍA PINTO
ESCUELA BASICA F-N°738 LOS RULOS;MARÍA PINTO
ESCUELA BASICA G-N°733 CHOROMBO BAJO;MARÍA PINTO
ESCUELA BASICA G-N°734 LAS MERCEDES;MARÍA PINTO
ESCUELA BASICA G-N°737 SANTA EMILIA;MARÍA PINTO
ESCUELA BASICA VALLE DE PUANGUE;CURACAVÍ
ESCUELA SAN JOSE OBRERO DE CURACAVI;CURACAVÍ
LICEO BICENTENARIO PRESIDENTE BALMACEDA;CURACAVÍ
ESCUELA FERNANDO CARVAJAL PINTO;CURACAVÍ
ESCUELA ELIECER PEREZ VARGAS;CURACAVÍ
ESCUELA HERIBERTO ERLWEIN  S.;CURACAVÍ
COLEGIO INSTITUTO SAN LUIS DE CURACAVI;CURACAVÍ
ESCUELA BASICA N°403 NUESTRA SRA. DE LA GUARDIA;CURACAVÍ
LICEO MUNICIPAL DE SAN PEDRO;SAN PEDRO
ESCUELA BASICA G-N°126;SAN PEDRO
ESCUELA BASICA G-N°128 ATALICIO AGUILAR A.;SAN PEDRO
ESCUELA BASICA G-N°130;SAN PEDRO
ESCUELA BASICA G-N°131;SAN PEDRO
ESCUELA BASICA G-N°134 NIHUE;SAN PEDRO
ESCUELA ENRIQUE REYMOND ALDUNATE;SAN PEDRO
ESCUELA BASICA G-N°139;SAN PEDRO
ESCUELA BASICA G-N°140;SAN PEDRO
ESCUELA BASICA G-N°141;SAN PEDRO
ESCUELA BASICA G-N°498;SAN PEDRO
LICEO MUNICIPAL SARA TRONCOSO TRONCOSO;ALHUÉ
ESCUELA EL ASIENTO;ALHUÉ
ESCUELA BARRANCAS DE PICHI;ALHUÉ
ESCUELA SAN ALFONSO;ALHUÉ
ESCUELA HACIENDA ALHUE;ALHUÉ
COLEGIO SAN SEBASTIAN;PEDRO AGUIRRE CERDA
ESCUELA DE CHITITA;CAMARONES
NORTH AMERICAN COLLEGE;ARICA
ESCUELA EJERCITO DE SALVACION;ARICA
ESCUELA DE ILLAPATA;CAMARONES
COLEGIO LIRIMA;IQUIQUE
COLEGIO SAN MARTIN;IQUIQUE
ESCUELA BASICA FUERTE BAQUEDANO;POZO ALMONTE
COLEGIO FORD COLLEGE;ARICA
LICEO BICENTENARIO PABLO NERUDA;ARICA
ESCUELA VALLE DE PARCOHAYLLA;CAMARONES
COLEGIO CARDENAL ANTONIO SAMORE;ARICA
ESCUELA CALETA CHANAVAYITA;IQUIQUE
LICEO S.S JUAN PABLO SEGUNDO;ALTO HOSPICIO
COLEGIO JUAN PABLO II;CALAMA
COLEGIO EVANGELICO EJERCITO DE SALVACION CATHERINE BOOTH;CALAMA
LICEO ELEUTERIO RAMIREZ MOLINA;CALAMA
LICEO MAYOR GRAL.(E) OSCAR BONILLA;ANTOFAGASTA
LICEO JORGE ALESSANDRI RODRIGUEZ;CALAMA
ANEXO LICEO NOCTURNO;CALAMA
LICEO A.RENDIC I, ANEXO CENTRO PREVENCION FEM;ANTOFAGASTA
ESCUELA FRONTERIZA;ALTO DEL CARMEN
ESCUELA HORNITOS;TIERRA AMARILLA
ESCUELA PROFESOR LUIS GARRIDO PÁVEZ;CHAÑARAL
ESCUELA ANDRÉS BELLO;VALLENAR
ESCUELA SARA CRUZ ALVAYAY;ALTO DEL CARMEN
ESCUELA CRISTIANA BÁSICA BETHEL;VALLENAR
ESCUELA BÁSICA ANGELINA SALAS OLIVARES;CHAÑARAL
LICEO JORGE ALESSANDRI RODRÍGUEZ;TIERRA AMARILLA
COLEGIO AMBROSIO O HIGGINS;VALLENAR
ESCUELA JOSÉ JOAQUÍN VALLEJOS;CALDERA
LICEO GENERAL RAMÓN FREIRE;FREIRINA
COLEGIO LOS CARRERA;COQUIMBO
LICEO BICENTENARIO DE EXCELENCIA COLEGIO PARTICULAR MIGUEL DE CERVANTES;COQUIMBO
COLEGIO PARTICULAR SANTA MARIA;OVALLE
COLEGIO PART.SANTA TERESA DE JESUS;OVALLE
LICEO JORGE IRIBARREN CHARLIN DE HURTADO;RÍO HURTADO
LICEO ALBERTO GALLARDO LORCA;PUNITAQUI
BASICA COMUN DELIA ANDRADE DE TELLO;OVALLE
COLEGIO NUEVO MUNDO;LA SERENA
COLEGIO SAN IGNACIO DE LOYOLA;ILLAPEL
COLEGIO PARTICULAR SAN GABRIEL;COQUIMBO
COLEGIO SAN ALBERTO HURTADO CRUCHAGA;OVALLE
LICEO FERNANDO BINVIGNAT MARIN;COQUIMBO
ESCUELA DIEGO DE ALMEYDA;COQUIMBO
COLEGIO PARTICULAR CALASANZ;COQUIMBO
COLEGIO MANANTIAL;ILLAPEL
ESCUELA LA PARRITA;CANELA
LICEO JORGE ALESSANDRI RODRIGUEZ;LA SERENA
CENTRO DE DETENCION PREVENTIVA;ILLAPEL
COLEGIO LIBERTADOR SIMON BOLIVAR;LA SERENA
COLEGIO CHAMPAGNAT;VILLA ALEMANA
COLEGIO PARROQUIAL SAN NICOLAS;HIJUELAS
ESCUELA PEDRO NOLASCO MOLINA;SAN FELIPE
COLEGIO LUIS CRUZ MARTINEZ;LA LIGUA
ESCUELA PADRE ALBERTO HURTADO;SANTO DOMINGO
BRITISH SCHOOL SAN ANTONIO;SAN ANTONIO
COLEGIO PARTICULAR CLAUDIO GAY;LOS ANDES
ESCUELA MUNICIPAL LAS PUERTAS;CABILDO
COLEGIO GALILEO GALILEI;VILLA ALEMANA
COLEGIO SAINT THOMAS;VALPARAÍSO
COLEGIO LUIS GALDAMEZ;VALPARAÍSO
COLEGIO ITALIANO;LIMACHE
COLEGIO PARTICULAR BECARB;CALERA
COLEGIO DE ADULTOS PROFESOR MANUEL GUERRERO CEBALLOS;QUILLOTA
ESCUELA DE ADULTOS;LIMACHE
ESCUELA JOSÉ DOMINGO SAAVEDRA;SAN ANTONIO
COLEGIO ALEMAN DE SAN FELIPE;PANQUEHUE
ESCUELA SAN GABRIEL DE LA RIVERA;CALERA
COLEGIO EL COBRE DE LOS ANDES;RANCAGUA
LICEO ELISA ESCOBEDO LA PAZ;RENGO
ESC. ADRIANA ARANGUIZ CERDA;SAN VICENTE
COLEGIO PARTICULAR SUBV.DON BOSCO;RANCAGUA
ESCUELA MUNICIPAL DE COLHUE;PUMANQUE
ESCUELA DIGNA CAMILO;PICHILEMU
COLEGIO ENA BELLEMANS MONTTI;RANCAGUA
ESCUELA GABRIELA MISTRAL;MOSTAZAL
ESCUELA ANGEL MARIA;CHÉPICA
ESCUELA CARDONAL PANILONCO;PICHILEMU
CENTRO DE EDUCACION DE ADULTOS;RANCAGUA
LICEO HERIBERTO SOTO SOTO;SAN FERNANDO
LICEO BERTA ZAMORANO LIZANA;COLTAUCO
VILLA MARIA COLLEGE;MACHALÍ
ESCUELA REINO DE DINAMARCA;MOLINA
ESCUELA OSVALDO HIRIART CORVALAN;PENCAHUE
ESCUELA HUAPI ALTO;LINARES
COLEGIO PARTICULAR NOBEL SCHOOL;PARRAL
CENTRO DE EDUCACION INTEGRADA DE ADULTOS;SAN JAVIER
ESCUELA SAN ANTONIO;TALCA
ESCUELA CARLOS TRUPP WANNER;TALCA
COLEGIO NUEVA HOLANDA;TALCA
INST. EDUC. DE ADULTOS JAVIERA CARRERA;LINARES
COLEGIO DE MARIA;TALCA
ESCUELA EL GUINDO;TENO
ESCUELA GABRIELA MISTRAL;TOMÉ
ESCUELA BASICA LLOICURA;TOMÉ
COLEGIO ADVENTISTA;LOTA
ESCUELA MAULE;CORONEL
ESCUELA SAN ERNESTO;CONTULMO
LICEO TRAPAQUEANTE;TIRÚA
ESCUELA SAN LUIS;YUNGAY
ESCUELA FERNANDO BAQUEDANO;YUNGAY
ESCUELA BASICA LOS OLIVOS;RANQUIL
ESCUELA PARTICULAR SANTA PILAR;LOS ÁNGELES
ESCUELA MIGUEL DE CERVANTES;CHIGUAYANTE
ESCUELA ADULTOS LAS AMERICAS;TALCAHUANO
ESCUELA LOS QUIQUES;SANTA JUANA
ESCUELA COLICO BAJO;SANTA JUANA
COLEGIO METODISTA LAGUNILLAS;CORONEL
ESCUELA CIFUENTES BAJO;CURANILAHUE
COLEGIO ALIWEN;LOS ÁNGELES
COLEGIO TERESIANO PADRE ENRIQUE;NACIMIENTO
ESCUELA COLONIA RAYEN-LAFQUEN;VILLARRICA
COLEGIO LATINOAMERICANO;TEMUCO
ESCUELA PARTICULAR VILCUN;VILCÚN
ESCUELA PARTICULAR FOLILCO;FREIRE
ESCUELA ARAUCARIAS;LONCOCHE
COMPLEJO EDUCACIONAL PRINCIPE DE GALES;NUEVA IMPERIAL
COLEGIO RAKIDUAM;VILLARRICA
ESCUELA BASICA SAN SEBASTIAN DE MAQUEHUE;PADRE LAS CASAS
ESCUELAS BASICA RENICO GRANDE;LUMACO
ESCUELA PARTICULAR HUALAPULLI;VILLARRICA
LICEO POLITECNICO METODISTA LA GRANJA;NUEVA IMPERIAL
ESCUELA PARTICULAR SANTA ELENA;NUEVA IMPERIAL
ESCUELA PARTICULAR LUIS ISRAEL;PADRE LAS CASAS
ESCUELA RURAL DOMINGO FAUSTINO SARMIENTO;CURACO DE VÉLEZ
ESCUELA PARTICULAR ALEPUE;MARIQUINA
ESCUELA PARTICULAR MELIQUINA;MARIQUINA
ESCUELA PARTICULAR TRIPAYANTE;MARIQUINA
ESCUELA PARTICULAR MISIONAL PELCHUQUIN;MARIQUINA
ESCUELA PARTICULAR NOLGUEHUE;RÍO BUENO
ESCUELA CLAUDIO MATTE;FRUTILLAR
ESCUELA RURAL NALHUITAD;CHONCHI
ESCUELA PARTICULAR N.290 LOS RADALES;FRUTILLAR
ESCUELA PARTICULAR N.300 YUSTE;ANCUD
ESCUELA PARTICULAR LOS CIERVOS;LA UNIÓN
ESCUELA PARTICULAR FOLLECO ALTO;LA UNIÓN
ESCUELA RURAL SAN PEDRO;DALCAHUE
INSTITUTO TECNICO PROFESIONAL LLIFEN;FUTRONO
ESCUELA RURAL MARIA ENRIQUETA CHIGUAY CAIPILLAN;QUELLÓN
COLEGIO ANTILLANCA;OSORNO
LICEO TECNICO PROFESIONAL JUAN PABLO II;COYHAIQUE
ESCUELA MUNICIPAL MELIMOYU;CISNES
ESCUELA BASICA RIBERA SUR;AYSÉN
ESCUELA PARTICULAR CANICU;ALTO BIOBÍO
ESCUELA BASICA LA HUERTA;SANTA JUANA
ESCUELA ANDRES ALCAZAR;LAJA
LICEO ADVENTISTA;PUNTA ARENAS
COLEGIO CHARLES DARWIN;PUNTA ARENAS
COLEGIO MIGUEL DE CERVANTES;PUNTA ARENAS
ESCUELA REPUBLICA ARGENTINA;PUNTA ARENAS
ESCUELA PUERTA DE LA CORDILLERA;PINTO
COLEGIO LOS EDUCADORES;SAN PEDRO DE LA PAZ
LICEO PARTICULAR LOS ANDES;SAN PEDRO DE LA PAZ
COLEGIO PARTICULAR NIÑO JESÚS;LOTA
COLEGIO PARQUE CENTRAL;HUALPÉN
COLEGIO ALERCE;CONCEPCIÓN
ESCUELA LUIS MARTÍNEZ GONZÁLEZ;TUCAPEL
ESCUELA PARTICULAR GASPAR CABRALES;LOS ÁLAMOS
ESCUELA CHACUIVI;TIRÚA
COLEGIO PARTICULAR ALBERTO BLEST GANA;SAN PEDRO DE LA PAZ
COLEGIO MARÍA INMACULADA DE LOS ÁNGELES;LOS ÁNGELES
ESCUELA PARTICULAR JUAN PABLO SEGUNDO;LOS ÁNGELES
ESCUELA PARTICULAR BIOBÍO DE LOS ÁNGELES;LOS ÁNGELES
ESCUELA PART.TRAPA TRAPA BUTALELBUM;ALTO BIOBÍO
COLEGIO SAN ANDRÉS;CONCEPCIÓN
COLEGIO BASICO LOS LOBOS;TALCAHUANO
ESCUELA CHILLAN VIEJO;CHILLÁN VIEJO
ESCUELA PARTICULAR LOS CONFINES;CURANILAHUE
ESCUELA PARTICULAR SAN FELIPE NERI;RECOLETA
COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE;SANTIAGO
COLEGIO THE MAYFLOWER SCHOOL;LO BARNECHEA
ESCUELA BASICA N°1238 GIORDANO BRUNO;PEÑALOLÉN
ESCUELA BASICA PART.BROTHERS SCHOOL;LA FLORIDA
LICEO PARTIC.ALBERTO MAGNO LA FLORIDA;LA FLORIDA
ESC BASICA PARTICULAR SAN VALENTIN;LA FLORIDA
COLEGIO SAN CARLOS DE LA FLORIDA;LA FLORIDA
