NOM_RBD;NOM_COM_RBD
LICEO BICENTENARIO POLIVALENTE NUESTRA SEÑORA DE LA MERCED;SAN CARLOS
COLEGIO SAGRADO CORAZON DE JESUS;SAN CARLOS
ESCUELA SAN JORGE DE NIQUEN;ÑIQUÉN
ESCUELA CHACAY;ÑIQUÉN
LICEO TIUQUILEMU;ÑIQUÉN
ESCUELA NIQUEN;ÑIQUÉN
LICEO SAN GREGORIO;ÑIQUÉN
ESCUELA ZEMITA;ÑIQUÉN
ESCUELA PUERTAS DE VIRGUIN;ÑIQUÉN
ESCUELA COLVINDO;ÑIQUÉN
ESCUELA BULI-CASERIO;ÑIQUÉN
LICEO BICENTENARIO POLIVALENTE JORGE ALESSANDRI RODRIGUEZ;SAN FABIÁN
ESCUELA BASICA LOS COIGUES;SAN FABIÁN
ESCUELA BASICA EL CARACOL;SAN FABIÁN
ESCUELA BASICA PASO ANCHO;SAN FABIÁN
ESCUELA BASICA FABIAN DE LA FUENTE;SAN FABIÁN
ESCUELA BASICA TRABUNCURA;SAN FABIÁN
ESCUELA BRITANICA GUILLERMINA DRAKE WOOD;COIHUECO
ESCUELA DOMITILA URREJOLA MENCHACA;COIHUECO
ESCUELA ENRIQUE GRAF REYES;COIHUECO
ESCUELA BASICA TANILVORO;COIHUECO
ESCUELA TALQUIPEN;COIHUECO
ESCUELA BASICA NIBLINTO;COIHUECO
ESCUELA GUARDIA MARINA ERNESTO RIQUELME;COIHUECO
ESCUELA HEROES DE IQUIQUE;COIHUECO
ESCUELA PORVENIR DE CATO;COIHUECO
ESCUELA BÁSICA EMBALSE COIHUECO;COIHUECO
ESCUELA CAMILO HENRIQUEZ;CHILLÁN
ESCUELA HERNÁN MERINO CORREA;COIHUECO
ESCUELA ANIBAL PINTO;COIHUECO
ESCUELA JULIO MONTT SALAMANCA;COIHUECO
ESCUELA CANCHA RAYADA;COIHUECO
ESCUELA GENERAL PEDRO LAGOS MARCHANT;COIHUECO
ESCUELA MANUEL MATUS HERMOSILLA;COIHUECO
ESCUELA BENJAMIN VICUNA MACKENNA;COIHUECO
ESCUELA SAN ANTONIO DE FRUTILLARES;COIHUECO
COLEGIO ADVENTISTA DE CHILE;CHILLÁN
ESCUELA PARTICULAR LAS MARIPOSAS;CHILLÁN
ESCUELA PARTIC.LOS ALTOS DE MIRAFLORES;COIHUECO
ESCUELA AGROECOLÓGICAS LAS ISLAS;COIHUECO
ESCUELA PARTICULAR AMANECER;COIHUECO
LICEO BICENTENARIO POLITÉCNICO JOSÉ MANUEL PINTO ARIAS;PINTO
ESCUELA JOSE TOHA SOLDEVILLA;PINTO
ESCUELA JAVIER JARPA SOTOMAYOR;PINTO
ESCUELA HECTOR MANUEL ARIAS CORTES;PINTO
ESCUELA SANTA EDUVIGES;PINTO
ESCUELA NIDO DE GOLONDRINAS;PINTO
ESCUELA BASICA JUAN JORGE;PINTO
ESCUELA SAN ALFONSO;PINTO
COLEGIO FRANCISCO DE ASIS;PINTO
LICEO BICENTENARIO MANUEL JESUS ORTIZ;SAN IGNACIO
LICEO PUEBLO SECO;SAN IGNACIO
COLEGIO POLITECNICO VICTOR JARA;SAN IGNACIO
ESCUELA MARÍA LUISA ESPINOZA RUIZ;SAN IGNACIO
ESCUELA LAS QUILAS;SAN IGNACIO
ESCUELA SANTA MARIA;SAN IGNACIO
ESCUELA CALLE ALEGRE;SAN IGNACIO
ESCUELA SANTA JUANA;SAN IGNACIO
ESCUELA COLTON VARIANTE;SAN IGNACIO
ESCUELA MAYULERMO;SAN IGNACIO
ESCUELA LOURDES;SAN IGNACIO
ESCUELA SELVA NEGRA;SAN IGNACIO
LICEO POLITÉCNICO MARÍA WARD;SAN IGNACIO
LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE JUVENAL HERNÁNDEZ JAQUE;EL CARMEN
ESCUELA VIRGEN DEL CARMEN;EL CARMEN
ESCUELA DEL CARMEN SAN MARTÍN OTÁROLA;EL CARMEN
ESCUELA NAVIDAD-TREHUALEMU;EL CARMEN
ESCUELA BERNARDINO MUNOZ GONZALEZ;EL CARMEN
ESCUELA CAPILLA NORTE;EL CARMEN
ESCUELA VALLE DE ATACALCO;EL CARMEN
ESCUELA LUIS TEODORO ORTEGA OYARCE;EL CARMEN
ESCUELA SAN RICAEL;EL CARMEN
ESCUELA LAS HORMIGAS;EL CARMEN
ESCUELA MATA REDONDA;EL CARMEN
ESCUELA VERGARA;EL CARMEN
ESCUELA SAN JOSE SUR;EL CARMEN
ESCUELA CHAMIZAL;EL CARMEN
ESCUELA MAIPO;EL CARMEN
ESCUELA SAN ISIDRO;EL CARMEN
ESCUELA DE SAN VICENTE ALTO;EL CARMEN
ESCUELA BALSA ZAPALLAR;EL CARMEN
ESCUELA BÁSICA ADULTOS YUNGAY;YUNGAY
LICEO DE YUNGAY;YUNGAY
LICEO CAMPANARIO;YUNGAY
ESCUELA PANGAL DEL LAJA;YUNGAY
ESCUELA SAN MIGUEL DE ITATA;YUNGAY
ESCUELA EL ROBLE;YUNGAY
ESCUELA SANTA IRMA;YUNGAY
ESCUELA BASICA RANCHILLOS;YUNGAY
ESCUELA LOS MAYOS;YUNGAY
ESCUELA LOS LAURELES;YUNGAY
ESCUELA PALLAHUALA;YUNGAY
COLEGIO DIVINA PASTORA;YUNGAY
LICEO POLIVALENTE TOMÁS ARNALDO HERRERA VEGA;PEMUCO
ESCUELA BASICA EL CIPRES;PEMUCO
ESCUELA JOSE FRANCISCO ZAPATA DOMINGUEZ;PEMUCO
ESCUELA BASICA SANTA JULIA;PEMUCO
ESCUELA VILLA SAN PEDRO;PEMUCO
ESCUELA BASICA GENERAL CRUZ;PEMUCO
ESCUELA BASICA MONTE EL LEON;PEMUCO
ESCUELA JOSÉ RENÉ SALGADO;PEMUCO
ESCUELA ARTURO MATTE ALESSANDRI;PEMUCO
ESCUELA BASICA VALLE HERMOSO;PEMUCO
ESCUELA BASICA SALTO DE DANICALQUI;PEMUCO
LICEO MANUEL BULNES;BULNES
LICEO BICENTENARIO SANTA CRUZ DE LARQUI;BULNES
ESCUELA CELIA URRUTIA PRIETO;BULNES
ESCUELA BASICA PUEBLO SECO SANTA CLARA;BULNES
ESCUELA EL PALPAL DE SANTA CLARA;BULNES
ESCUELA BATALLA DEL ROBLE;BULNES
ESCUELA EVARISTA OGALDE ORTEGA;BULNES
ESCUELA CANTA RANA;BULNES
ESCUELA LAS CARMELITAS;BULNES
ESCUELA COLTON QUILLAY;BULNES
ESCUELA MILAHUE;BULNES
ESCUELA LOS TILOS JOSÉ ANDRADES VÁSQUEZ;BULNES
ESCUELA EL CARACOL;BULNES
LICEO POLIVALENTE LUIS CRUZ MARTINEZ;QUILLÓN
ESCUELA BASICA HEROES DEL ITATA;QUILLÓN
ESCUELA BÁSICA AMANDA CHÁVEZ NAVARRETE;QUILLÓN
ESCUELA PEDRO ENRIQUE TORRES SABELLE;QUILLÓN
ESCUELA BASICA EL CASINO;QUILLÓN
ESCUELA BASICA HUACAMALA;QUILLÓN
ESCUELA BÁSICA PUERTO LOS FRUTALES DE COYANCO;QUILLÓN
ESCUELA BASICA LIUCURA BAJO;QUILLÓN
ESCUELA BASICA PASO EL ROBLE;QUILLÓN
ESCUELA BASICA MANUEL BAQUEDANO GONZALEZ;RANQUIL
ESCUELA BÁSICA LAGUNA AVENDAÑO;QUILLÓN
ESCUELA QUINEL;CABRERO
LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE VIRGINIO ARIAS;RANQUIL
ESCUELA BASICA NUEVA ALDEA;RANQUIL
ESCUELA BASICA VEGAS DE CONCHA;RANQUIL
ESCUELA BASICA SAN IGNACIO DE PALOMARES;RANQUIL
ESCUELA BASICA BLANCA ROSA GUZMAN REYES;RANQUIL
LICEO BICENTENARIO DE EXCELENCIA NIBALDO SEPÚLVEDA FERNÁNDEZ;PORTEZUELO
ESCUELA LOMAS DE CHUDAL;PORTEZUELO
ESCUELA MEMBRILLAR;PORTEZUELO
ESCUELA SAN FRANCISCO DE ASIS;PORTEZUELO
ESCUELA CUCHA URREJOLA;PORTEZUELO
COLEGIO NUESTRA SEÑORA DEL CARMEN;PORTEZUELO
ESCUELA VILLA JESUS DE COELEMU;COELEMU
LICEO BICENTENARIO DE EXCELENCIA DOMINGO ORTÍZ DE ROZAS;COELEMU
ESCUELA MARIA TERESA MARCHANT CONTRERAS;COELEMU
ESCUELA CLEMENTINA MAUREIRA ALMANZA;COELEMU
ESCUELA GUARILIHUE ALTO;COELEMU
ESCUELA MAGDALENA;COELEMU
ESCUELA HUARO;COELEMU
ESCUELA FELIPE CUBILLOS SIGAL;COELEMU
ESCUELA BASICA AMERICA;RANQUIL
ESCUELA VEGAS DE ITATA;COELEMU
ESCUELA MEIPO;COELEMU
ESCUELA SANTA FILOMENA;COELEMU
ESCUELA BUENA FE DE TUBUL;COELEMU
ESCUELA BASICA MAITENCO;TREHUACO
ESCUELA BÁSICA VALLE LONQUÉN;TREHUACO
ESCUELA BASICA MONTE OLIMPO;TREHUACO
ESCUELA BASICA TAUCO;TREHUACO
ESCUELA BASICA MINAS DE LEUQUE;TREHUACO
ESCUELA BASICA VILLA DENECAN;TREHUACO
ESCUELA BASICA MATACO;TREHUACO
LICEO POLIVALENTE DIEGO MISSENE BURGOS;COBQUECURA
ESCUELA BASICA EL TOLLO;COBQUECURA
ESCUELA BASICA BUCHUPUREO;COBQUECURA
ESCUELA BASICA LA ANTENA;COBQUECURA
ESCUELA BASICA LA ACHIRA;COBQUECURA
ESCUELA BASICA COLMUYAO;COBQUECURA
ESCUELA BASICA EL AVELLANAL;COBQUECURA
ESCUELA BASICA LOS NEDANOS;COBQUECURA
ESCUELA BASICA TAUCU;COBQUECURA
ESCUELA BÁSICA MONTAÑA DE COPIHUES G 54-A;COBQUECURA
ESCUELA BASICA QUILE;COBQUECURA
ESCUELA BASICA LOS CORRALES;COBQUECURA
ESCUELA BASICA MELA;COBQUECURA
ESCUELA BASICA PULLAY;COBQUECURA
LICEO BICENTENARIO DE EXCELENCIA CARLOS MONTANE CASTRO;QUIRIHUE
ESCUELA GRUMETE CORTES;QUIRIHUE
ESCUELA NUEVA AMERICA;QUIRIHUE
ESCUELA BASICA HORIZONTE;QUIRIHUE
ESCUELA BASICA SANTA CAROLINA;QUIRIHUE
ESCUELA BASICA SANTA ELENA;QUIRIHUE
LICEO BICENTENARIO DE EXCELENCIA ARTURO PRAT CHACON;NINHUE
ESCUELA ROSARIO CHACON BARRIOS;NINHUE
ESCUELA BASICA DE RELOCA;NINHUE
ESCUELA BASICA EL RINCON;NINHUE
ESCUELA DOCTOR DAVID BENAVENTE SEPÚLVEDA;NINHUE
ESCUELA ALIPIA ACEVEDO;NINHUE
ESCUELA BASICA TALHUAN;NINHUE
ESCUELA PARTICULAR ADVENTISTA QUIRAO;NINHUE
LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLÁS;SAN NICOLÁS
LICEO BICENTENARIO DE EXCELENCIA TÉCNICO PUENTE ÑUBLE;SAN NICOLÁS
ESCUELA LA MERCED;SAN CARLOS
ESCUELA BASICA LA LOMA;SAN NICOLÁS
ESCUELA BASICA LAJUELAS;SAN NICOLÁS
ESCUELA BASICA DADINCO;SAN NICOLÁS
ESCUELA BASICA MONTELEON;SAN NICOLÁS
LICEO COMERCIAL CAMILO HENRIQUEZ;LOS ÁNGELES
LICEO COMERCIAL DIEGO PORTALES PALAZUELO;LOS ÁNGELES
LICEO BICENTENARIO LOS ÁNGELES;LOS ÁNGELES
LICEO COEDUCACIONAL SANTA MARÍA DE LOS ÁNGELES;LOS ÁNGELES
LICEO INDUSTRIAL SAMUEL VIVANCO PARADA;LOS ÁNGELES
LICEO TECNICO BICENTENARIO JUANITA FERNANDEZ SOLAR;LOS ÁNGELES
ESCUELA GENERAL BERNARDO O HIGGINS;LOS ÁNGELES
ESCUELA ESPANA;LOS ÁNGELES
ESCUELA COLONIA ARABE;LOS ÁNGELES
ESCUELA GENERAL JOSE DE SAN MARTIN;LOS ÁNGELES
ESCUELA BLANCO ENCALADA;LOS ÁNGELES
ESCUELA HOGAR NIEVES VASQUEZ PALACIOS;LOS ÁNGELES
ESCUELA THOMAS JEFFERSON;LOS ÁNGELES
ESCUELA JOSE MANSO DE VELASCO;LOS ÁNGELES
ESCUELA CLARA REBOLLEDO DE GODOY;LOS ÁNGELES
ESCUELA PEDRO RUIZ ALDEA;LOS ÁNGELES
ESCUELA ARTURO ALESSANDRI PALMA;LOS ÁNGELES
ESCUELA BASICA REPUBLICA DE ISRAEL;LOS ÁNGELES
ESCUELA BASICA 21 DE MAYO;LOS ÁNGELES
ESCUELA ISLA DE LAJA;LOS ÁNGELES
ESCUELA BASICA REPUBLICA DE ALEMANIA;LOS ÁNGELES
ESCUELA REPUBLICA DE GRECIA;LOS ÁNGELES
ESCUELA BASICA 11 DE SEPTIEMBRE;LOS ÁNGELES
LICEO SANTA FE;LOS ÁNGELES
ESCUELA BASICA SANTA CLARA DE CHACAYAL;LOS ÁNGELES
ESCUELA BASICA LOS MOLINOS;LOS ÁNGELES
ESCUELA BASICA LA QUEBRADA;LOS ÁNGELES
LICEO AGROINDUSTRIAL LLANO BLANCO;LOS ÁNGELES
ESCUELA CORONEL GUILLERMO MARIN CARMONA;LOS ÁNGELES
ESCUELA BASICA LA AGUADA DE CUEL;LOS ÁNGELES
ESCUELA BASICA VIRQUENCO;LOS ÁNGELES
ESCUELA BÁSICA HITILHUE;LOS ÁNGELES
ESCUELA BASICA LOS TRONCOS;LOS ÁNGELES
ESCUELA BASICA MILLANTU;LOS ÁNGELES
ESCUELA DIEGO PORTALES PALAZUELOS;LOS ÁNGELES
ESCUELA BÁSICA LA RINCONADA DEL SALTO;LOS ÁNGELES
ESCUELA BASICA COYANCO;LOS ÁNGELES
ESCUELA BASICA LAS QUINTAS;LOS ÁNGELES
ESCUELA BASICA EL CHEQUEN;LOS ÁNGELES
ESCUELA BASICA LA CAPILLA;LOS ÁNGELES
ESCUELA BASICA LA MANCHA;LOS ÁNGELES
ESCUELA BASICA LA LEYENDA;LOS ÁNGELES
ESCUELA BASICA EL AMANECER DE DUQUECO;LOS ÁNGELES
ESCUELA TENIENTE IGNACIO SERRANO;LOS ÁNGELES
ESCUELA PUENTE PERALES;LAJA
ESCUELA BASICA EL NOGAL.;LOS ÁNGELES
ESCUELA SANTA MARÍA DE LOS ÁNGELES;LOS ÁNGELES
COLEGIO SAN NICOLÁS;LOS ÁNGELES
COLEGIO PARTICULAR MARTA BRUNET;LOS ÁNGELES
COLEGIO SAN RAFAEL ARCANGEL;LOS ÁNGELES
COLEGIO LOS ANGELES;LOS ÁNGELES
ESCUELA PARTICULAR ADVENTISTA;LOS ÁNGELES
COLEGIO HISPANOAMERICANO;LOS ÁNGELES
LICEO PARTICULAR CARLOS CONDELL;LOS ÁNGELES
ESCUELA PARTICULAR DIEGO DE ALMAGRO;LOS ÁNGELES
ESCUELA PARTICULAR LA VICTORIA;LOS ÁNGELES
CENTRO EDUCACIÓN ADVENTISTA LOS ÁNGELES;LOS ÁNGELES
ESCUELA PARTICULAR SAN JOSÉ;LOS ÁNGELES
ESCUELA PARTICULAR RURAL LOS COPIHUES;LOS ÁNGELES
LICEO ALEMAN DEL VERBO DIVINO;LOS ÁNGELES
COLEGIO ALEMAN LOS ANGELES;LOS ÁNGELES
LICEO AGRÍCOLA Y FORESTAL EL HUERTÓN;LOS ÁNGELES
LICEO BICENTENARIO POLITÉCNICO MONTE ÁGUILA;CABRERO
LICEO MANUEL ARÍSTIDES ZAÑARTU;CABRERO
ESCUELA CHARRUA;CABRERO
ESCUELA SALTO EL LAJA;CABRERO
ESCUELA PILLANCO;CABRERO
ESCUELA LAS OBRAS;CABRERO
ESCUELA EL MANZANO;CABRERO
ESCUELA EL PARAISO;CABRERO
ESCUELA LOMAS DE ANGOL;CABRERO
ESCUELA COLICHEU;CABRERO
ESCUELA LOS CAULLES;CABRERO
ESCUELA LOS LEONES;CABRERO
HACIENDA MONTE ÁGUILA;CABRERO
ESCUELA EL PROGRESO;CABRERO
COLEGIO SAN JOSE;CABRERO
COLEGIO ABEL INOSTROZA GUTIERREZ;CABRERO
LICEO DE HUEPIL;TUCAPEL
LICEO ANDRÉS ALCÁZAR DE TUCAPEL;TUCAPEL
ESCUELA LOS AVELLANOS;TUCAPEL
ESCUELA ALEJANDRO PEREZ URBANO;TUCAPEL
ESCUELA LAS HIJUELAS;TUCAPEL
ESCUELA LOS AROMOS;TUCAPEL
ESCUELA LOMAS DE TUCAPEL;TUCAPEL
LICEO DOCTOR VÍCTOR RÍOS RUIZ;ANTUCO
ESCUELA VOLCAN ANTUCO;ANTUCO
ESCUELA BASICA CERRO PILQUE;ANTUCO
ESCUELA OLGA RIOS DE PINOCHET;ANTUCO
LICEO BICENTENARIO FRANCISCO BASCUNAN GUERRERO;QUILLECO
LICEO ISABEL RIQUELME;QUILLECO
ESCUELA BASICA VILLA MERCEDES;QUILLECO
ESCUELA BASICA NUEVO AMANECER;QUILLECO
ESCUELA BASICA LA HOYADA;QUILLECO
ESCUELA BASICA CANICURA;QUILLECO
ESCUELA BASICA CENTINELA;QUILLECO
ESCUELA PROFESORA ALBERTINA SÁNCHEZ VALENZUELA;QUILLECO
ESCUELA LAS ARENAS;QUILLECO
ESCUELA ERMINDA GOMEZ DE POLIC.;QUILLECO
ESCUELA BASICA RIO PARDO;QUILLECO
ESCUELA BLANCA ESTRELLA;QUILLECO
ESCUELA BASICA EL ESFUERZO;QUILLECO
ESCUELA BÁSICA ENRIQUE BERNSTEIN CARABANTES;SANTA BÁRBARA
LICEO CARDENAL ANTONIO SAMORE;SANTA BÁRBARA
ESCUELA DE CONCENTRACIÓN FRONTERIZA RALCO ALTO BIOBÍO;ALTO BIOBÍO
ESCUELA DE EDUCACIÓN GENERAL BÁSICA EL HUACHI;SANTA BÁRBARA
ESCUELA LOS BOLDOS;SANTA BÁRBARA
ESCUELA BASICA VILLACURA;SANTA BÁRBARA
ESCUELA MARIANO PUGA VEGA;SANTA BÁRBARA
ESCUELA BASICA MANIL;SANTA BÁRBARA
ESCUELA BASICA CORCOVADO;SANTA BÁRBARA
ESCUELA RINCONADA;SANTA BÁRBARA
ESCUELA LOS NOTROS;SANTA BÁRBARA
ESCUELA QUILLAILEO;SANTA BÁRBARA
ESCUELA BASICA PITRIL;ALTO BIOBÍO
ESCUELA RALCO LEPOY;ALTO BIOBÍO
ESCUELA CALLAQUI;ALTO BIOBÍO
COLEGIO SANTA BARBARA;SANTA BÁRBARA
ESCUELA PARTICULAR EDGARDO SOLAR ACUÑA;ALTO BIOBÍO
ESCUELA LAS PARCELAS;LOS ÁNGELES
ESCUELA PARTICULAR TRAPA TRAPA;ALTO BIOBÍO
ESCUELA EL CASTILLO;SANTA BÁRBARA
LICEO BICENTENARIO VALLE DEL SOL QUILACO;QUILACO
ESCUELA BASICA RUCALHUE;QUILACO
ESCUELA BASICA CERRO EL PADRE;QUILACO
ESCUELA BASICA CAMPAMENTO;QUILACO
ESCUELA BASICA DE BELLAVISTA;QUILACO
ESCUELA BASICA LONCOPANGUE;QUILACO
ESCUELA DE ADULTOS RIO SUR;MULCHÉN
LICEO MIGUEL ÁNGEL CERDA LEIVA;MULCHÉN
ESCUELA BLANCO ENCALADA;MULCHÉN
ESCUELA BASICA MULCHEN;MULCHÉN
ESCUELA IGNACIO VERDUGO CAVADA;MULCHÉN
LICEO CRISOL;MULCHÉN
ESCUELA SACERDOTE ALEJANDRO MANERA;MULCHÉN
ESCUELA ARTÍSTICA VILLA LAS PEÑAS;MULCHÉN
ESCUELA ALHUELEMU;MULCHÉN
ESCUELA BASICA MUNILQUE IZAURIETA;MULCHÉN
ESCUELA BASICA SAN LUIS DE MALVEN;MULCHÉN
ESCUELA BASICA BUREO;MULCHÉN
ESCUELA BASICA PILGUEN;MULCHÉN
ESCUELA BASICA EL PARRON;MULCHÉN
ESCUELA BASICA EL EDEN;MULCHÉN
ESCUELA BASICA RAPELCO;MULCHÉN
ESCUELA BASICA LOS HINOJOS;MULCHÉN
ESCUELA BASICA SANTA ADRIANA;MULCHÉN
ESCUELA BASICA AURORA DE ENERO;MULCHÉN
ESCUELA BASICA CASAS DE PILE;MULCHÉN
ESCUELA SAN BERNARDINO DE SENA;MULCHÉN
LICEO POLIVALENTE LA FRONTERA;NEGRETE
ESCUELA BASICA RIHUE;NEGRETE
ESCUELA BASICA VILLA COIGUE;NEGRETE
ESCUELA BASICA VAQUERIA;NEGRETE
LICEO POLIVALENTE MUNICIPAL DE NACIMIENTO;NACIMIENTO
ESCUELA EL SABER;NACIMIENTO
ESCUELA OSCAR GUERRERO QUINSAC;NACIMIENTO
ESCUELA CANADA;NACIMIENTO
ESCUELA TOQUI LAUTARO;NACIMIENTO
ESCUELA BASICA DOLLINCO;NACIMIENTO
ESCUELA SAN RAMON;NACIMIENTO
ESCUELA BASICA EL PERAL;NACIMIENTO
ESCUELA VÍCTOR MANUEL BELTRÁN CARRIMÁN;NACIMIENTO
ESCUELA SANTA LUISA;NACIMIENTO
ESCUELA PALMILLA;NACIMIENTO
ESCUELA SAN FRANCISCO DE MILLAPOA;NACIMIENTO
ESCUELA SAN ROQUE;NACIMIENTO
ESCUELA MILLAPOA DIUQUIN;NACIMIENTO
ESCUELA LOS GUINDOS ALTO;NACIMIENTO
ESCUELA CHEQUENAL;NACIMIENTO
ESCUELA PARTICULAR EL CARRIZAL;NACIMIENTO
ESCUELA JOSE ABELARDO NUNEZ;LAJA
ESCUELA NIVEQUETEN;LAJA
LICEO BICENTENARIO POLITECNICO HEROES DE LA CONCEPCIÓN;LAJA
ESCUELA BASICA LA COLONIA;LAJA
ESCUELA FRANCISCO PEDRO ZATTERA GUELFI;LAJA
ESCUELA LAS CIÉNAGAS;LAJA
ESCUELA DIEGO JOSE BENAVENTE BUSTAMANTE;LAJA
COLEGIO PARTICULAR SAN MAURICIO;LAJA
ESCUELA PARTICULAR ALFA Y OMEGA;LAJA
LICEO ISIDORA AGUIRRE TUPPER;SAN ROSENDO
ESCUELA BASICA TURQUIA;SAN ROSENDO
ESCUELA BASICA LOS CALLEJONES;SAN ROSENDO
LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL;YUMBEL
ESCUELA HÉROES DE CHILE;YUMBEL
LICEO TÉCNICO PROFESIONAL GONZALO GUGLIELMI MONTIEL;YUMBEL
LICEO MUNICIPAL RIO CLARO;YUMBEL
ESCUELA ENRIQUE PUFFE KIND;YUMBEL
ESCUELA PADRE PEDRO CAMPOS MENCHACA;YUMBEL
ESCUELA MUNICIPAL RERE;YUMBEL
ESCUELA MUNICIPAL CERRO PARRA;YUMBEL
INSTITUTO SAN SEBASTIÁN BÁSICO.;YUMBEL
COLEGIO MARINA DE CHILE;CONCEPCIÓN
LICEO TÉCNICO FEMENINO A-29 DE CONCEPCIÓN;CONCEPCIÓN
LICEO BICENTENARIO DE EXCELENCIA COMERCIAL INSUCO;CONCEPCIÓN
LICEO INDUSTRIAL DE CONCEPCION;CONCEPCIÓN
LICEO COMERCIAL FEMENINO DE CONCEPCION;CONCEPCIÓN
ESCUELA NUEVO HORIZONTES;CONCEPCIÓN
COLEGIO BIOBÍO;CONCEPCIÓN
ESCUELA BÁSICA COMÚN HOSPITAL;CONCEPCIÓN
LICEO DE NIÑAS;CONCEPCIÓN
LICEO ENRIQUE MOLINA GARMENDIA;CONCEPCIÓN
LICEO POLIVALENTE EXPERIMENTAL LUCILA GODOY ALCAYAGA;CONCEPCIÓN
LICEO DE ADULTOS JOSÉ MANUEL BALMACEDA FERNÁNDEZ;CONCEPCIÓN
LICEO LORENZO ARENAS OLIVO;CONCEPCIÓN
LICEO CHIGUAYANTE;CHIGUAYANTE
LICEO JUAN MARTINEZ DE ROZAS;CONCEPCIÓN
LICEO SAN PEDRO;SAN PEDRO DE LA PAZ
COLEGIO REPÚBLICA DEL ECUADOR;CONCEPCIÓN
COLEGIO BICENTENARIO REPÚBLICA DEL BRASIL;CONCEPCIÓN
LICEO DOMINGO SANTA MARÍA;CONCEPCIÓN
ESCUELA DIEGO PORTALES PALAZUELOS;CONCEPCIÓN
LICEO JOSE HIPOLITO SALAS Y TORO;CHIGUAYANTE
COLEGIO GRAN BRETAÑA;CONCEPCIÓN
COLEGIO BICENTENARIO ESPAÑA;CONCEPCIÓN
ESCUELA BASICA JOHN F. KENNEDY;CHIGUAYANTE
ESCUELA BELGICA;CHIGUAYANTE
LICEO REPÚBLICA DE ISRAEL;CONCEPCIÓN
ESCUELA DARIO SALAS MARCHANT;SAN PEDRO DE LA PAZ
ESCUELA BASICA RENE LOUVEL BERT;CONCEPCIÓN
ESCUELA OSCAR CASTRO ZUNIGA;CONCEPCIÓN
ESCUELA ESTHER HUNNEUS DE CLARO;CONCEPCIÓN
LICEO REBECA MATTE BELLO;CONCEPCIÓN
ESCUELA BASICA MANQUIMAVIDA;CHIGUAYANTE
COLEGIO JUAN GREGORIO LAS HERAS;CONCEPCIÓN
LICEO LUCERO GONZALEZ;CONCEPCIÓN
ESCUELA BASICA REPUBLICA DE GRECIA;CHIGUAYANTE
ESCUELA BÁSICA IRENE FREI DE CID;CONCEPCIÓN
BASICA SARGENTO CANDELARIA PEREZ;SAN PEDRO DE LA PAZ
ESCUELA MIGUEL JOSE ZANARTU SANTA MARIA;SAN PEDRO DE LA PAZ
ESCUELA ENRIQUE SORO BARRIGA;SAN PEDRO DE LA PAZ
ESCUELA BASICA LAGOS DE CHILE;CONCEPCIÓN
ESCUELA PALESTINA DE PALOMARES;CONCEPCIÓN
ESCUELA BASICA LUIS ALBERTO ACEVEDO;SAN PEDRO DE LA PAZ
ESCUELA LUIS ALFREDO MUÑOZ BURBOA;CONCEPCIÓN
ESCUELA BASICA LAUTARO;CONCEPCIÓN
ESCUELA BASICA AGUA DE LA GLORIA;CONCEPCIÓN
ESCUELA BASICA BOCA DEL BIO BIO SUR;SAN PEDRO DE LA PAZ
ESCUELA BASICA MICHAIHUE;SAN PEDRO DE LA PAZ
COLEGIO GALVARINO DE LOMAS COLORADAS;SAN PEDRO DE LA PAZ
ESCUELA BASICA FUNDO CHANCO;CONCEPCIÓN
ESCUELA JOSE MIGUEL CARRERA;SAN PEDRO DE LA PAZ
COLEGIO PARTICULAR AURORA DE CHILE;CHIGUAYANTE
ESCUELA PARTICULAR PRESIDENTE GABRIEL GONZÁLEZ VIDELA;CHIGUAYANTE
ESCUELA PARTICULAR PEDRO DE ONA;SAN PEDRO DE LA PAZ
COLEGIO DEL SAGRADO CORAZON;CONCEPCIÓN
COLEGIO PARTICULAR ANDRÉS BELLO;CHIGUAYANTE
COLEGIO PARTICULAR SANTA INES;CHIGUAYANTE
COLEGIO LAGUNA REDONDA;CONCEPCIÓN
COLEGIO MARCELA PAZ;CONCEPCIÓN
ESCUELA PARTICULAR SANTA EMILIA;CONCEPCIÓN
COLEGIO PARTICULAR ALBORADA;SAN PEDRO DE LA PAZ
COLEGIO PARTICULAR JUAN BOSCO;SAN PEDRO DE LA PAZ
COLEGIO PARTICULAR EL LIBERTADOR;CONCEPCIÓN
COLEGIO SANTA SABINA;CONCEPCIÓN
COLEGIO PARTICULAR ALONSO DE ERCILLA;CONCEPCIÓN
ESCUELA BASICA MALVINA ROMERO VIDAL;CONCEPCIÓN
COLEGIO COLEGIO MARTÍN LUTHER;SAN PEDRO DE LA PAZ
COLEGIO ADVENTISTA DE CONCEPCION;CONCEPCIÓN
ESCUELA PARTICULAR INSTITUTO SAN PEDRO;SAN PEDRO DE LA PAZ
ESCUELA PARTICULAR MANQUIMAVIDA;CHIGUAYANTE
COLEGIO LA PROVIDENCIA;CONCEPCIÓN
