Nombre;Ciudad;Capacidad
Estadio Club Deportivo Bellavista;La Ligua (Valle Hermoso);1000
Estadio El Retiro;Quilpué;1000
Estadio Baquedano;Concepción (Penco);1000
Cancha Gente de Mar;Concepción (Penco);1000
Estadio Juan Bautista Alfaro;Ovalle (Huallillinga);1000
Estadio Universidad Técnica Federico Santa María;Valparaíso;1000
Estadio Universdad Santa María Campus José Miguel Carrera;Viña del Mar;1000
Estadio Municipal Raúl Inostroza;Santiago (Huechuraba);1000
Parque Las Palmeras;Santiago (Renca);1000
Parque Deportivo Los Tilos;Santiago (Renca);1000
Complejo Deportivo General Bonilla;Santiago (Pudahuel);1000
Complejo Deportivo Liga Aeropuerto;Santiago (Pudahuel);1000
Campo Deportivo Noviciado (CADEN);Pudahuel (El Noviciado);1000
Complejo Deportivo El Peral Puente Alto;Santiago (Puente Alto);1000
Canchas Ex Old Grangonian Club;Santiago (Peñalolén);1000
Estadio Sergio Eguiguren;Santiago (Peñalolén);1000
Complejo Deportivo Quilín;Santiago (Peñalolén);1000
Complejo Deportivo Santiago Morning;Santiago (Quilicura);1000
Complejo Deportivo La Cisterna;Santiago (La Cisterna);1000
Ciudad Deportiva Huachipato;Talcahuano;1000
Ciudad Deportiva Iván Zamorano;Santiago (La Reina);1000
Complejo Deportivo Parque Costanera del Cautín;Temuco;1000
Complejo Deportivo Fidencio Santander;Vallenar;1000
Estadio Meseta Azul;Vallenar;1000
Complejo Deportivo Colegio Inglés Católico;La Serena;1000
Campo Deportivo Colegio Marista Nuestra Señora de Andacollo;La Serena (Las Compañías);1000
Complejo Deportivo Las Vegas;Calama;1000
Estadio Municipal Nicanor Apablaza Apablaza;Pelluhue;952
Estadio Municipal Pedro Rojas Rivera;Vicuña;950
Estadio Municipal de Collipulli;Collipulli;950
Estadio Municipal de Los Vilos;Los Vilos;950
Estadio Municipal de Pumanque;Pumanque;928
Estadio Municipal Humberto Ángel Astudillo;Combarbalá;900
Estadio Municipal de Arauco;Arauco;900
Estadio Municipal de Litueche;Litueche;900
Estadio Municipal de Dalcahue;Dalcahue;900
Estadio Parque Deportivo Cincuentenario;Paillaco;900
Estadio José Fernández Llorens;Talca;900
Estadio Scuola Italiana;Santiago (Las Condes);900
Estadio Municipal Wilfredo González Zeballos;Andacollo;891
Estadio Municipal de Chonchi;Chonchi;890
Estadio Municipal de Yerbas Buenas;Yerbas Buenas;880
Estadio Municipal Carlos Lobos Hernández;Villa Alegre;880
Estadio Municipal de Puyehue;Puyehue (Entre Lagos);876
Estadio Municipal de Catemu;Catemu;870
